lag                  	value                
121                  	-0.179105567772247   
122                  	-0.171007150710184   
123                  	-0.151909379993375   
124                  	-0.13520333746983    
125                  	-0.132627001736448   
126                  	-0.133931565413281   
127                  	-0.127085139978733   
128                  	-0.116793912352269   
129                  	-0.0998025232562809  
130                  	-0.074523005819783   
131                  	-0.0475145308634688  
132                  	-0.0167312882726084  
133                  	0.0267667317627566   
134                  	0.0769870847452348   
135                  	0.120156556957383    
136                  	0.154502335552341    
137                  	0.185899042878021    
138                  	0.216046397996809    
139                  	0.250027807593416    
140                  	0.289716658391484    
141                  	0.328931761748415    
142                  	0.369609799783437    
143                  	0.403063992619693    
144                  	0.410654138385205    
145                  	0.391189451392469    
146                  	0.359184005907654    
147                  	0.320275233598804    
148                  	0.27655409004367     
149                  	0.23005733270067     
150                  	0.184652503638858    
151                  	0.145348717203366    
152                  	0.104636520158146    
153                  	0.0555146065960761   
154                  	0.0134759493889666   
155                  	-0.0234445841895987  
156                  	-0.0600593714549791  
157                  	-0.0894932109138409  
158                  	-0.115982655137577   
159                  	-0.140894294435245   
160                  	-0.161929985055203   
161                  	-0.175349423200335   
162                  	-0.183284931616853   
163                  	-0.194857565516042   
164                  	-0.197629841234237   
165                  	-0.201092895962918   
166                  	-0.20822241362986    
167                  	-0.212096613273166   
168                  	-0.208697919690735   
169                  	-0.198488347728882   
170                  	-0.182076329726521   
171                  	-0.166572890551454   
172                  	-0.157666476883245   
173                  	-0.153741319230223   
174                  	-0.15353183152218    
175                  	-0.148936850723402   
176                  	-0.137943828500872   
177                  	-0.125967116997766   
178                  	-0.110835602664215   
179                  	-0.0881888343008373  
180                  	-0.0605326433924431  
181                  	-0.030173149011956   
182                  	0.0144582902348878   
183                  	0.0666829037982441   
184                  	0.118678574052568    
185                  	0.1711589107123      
186                  	0.210949204648459    
187                  	0.242686981708945    
188                  	0.286149630470043    
189                  	0.328816365402646    
190                  	0.366646466325727    
191                  	0.400286851590396    
192                  	0.413761257238676    
193                  	0.397602804477312    
194                  	0.364096032173994    
195                  	0.330894353560639    
196                  	0.29600950939854     
197                  	0.24993371643299     
198                  	0.204883794623145    
199                  	0.165360619734716    
200                  	0.120577168410809    
201                  	0.0699281264537123   
202                  	0.0216309574743705   
203                  	-0.0224891792374152  
204                  	-0.0671222646130406  
205                  	-0.111731571710968   
206                  	-0.144200562706594   
207                  	-0.157671416930469   
208                  	-0.162507685541319   
209                  	-0.165397991951138   
210                  	-0.169612015652217   
211                  	-0.171903746378125   
212                  	-0.176069480200101   
213                  	-0.17900991280748    
214                  	-0.180527914768028   
215                  	-0.181476406404374   
216                  	-0.173561375151376   
217                  	-0.159270099275658   
218                  	-0.147799847594086   
219                  	-0.140576078826115   
220                  	-0.140359591779993   
221                  	-0.142016721575934   
222                  	-0.140603663911512   
223                  	-0.136349474897891   
224                  	-0.123980083497467   
225                  	-0.110856944294914   
226                  	-0.0917061735128945  
227                  	-0.064226266198505   
228                  	-0.0291026957540117  
229                  	0.006457667688812    
230                  	0.0468232674858248   
231                  	0.0887173573925656   
232                  	0.128634653275135    
233                  	0.164438587912786    
234                  	0.196365720375712    
235                  	0.230299255791277    
236                  	0.266043185236207    
237                  	0.307616680380399    
238                  	0.348751223159552    
239                  	0.374522321302529    
240                  	0.381334660573275    
241                  	0.364660560486615    
242                  	0.333726704180782    
243                  	0.295885937055807    
244                  	0.257092600961955    
245                  	0.212753379100178    
246                  	0.168399858225636    
247                  	0.128490172605174    
248                  	0.0923332636357795   
249                  	0.0520131944176212   
250                  	0.00731672859254178  
251                  	-0.0360452189334858  
252                  	-0.0734645036206315  
253                  	-0.109670674847378   
254                  	-0.141735834265003   
255                  	-0.161670822285286   
256                  	-0.174931878487024   
257                  	-0.178414585560768   
258                  	-0.179330560383346   
259                  	-0.182611876127578   
260                  	-0.179255797707343   
261                  	-0.179549576550246   
262                  	-0.186926865669194   
263                  	-0.184889668089821   
264                  	-0.18298675662495    
265                  	-0.181711341005539   
266                  	-0.177499811867852   
267                  	-0.174907393491267   
268                  	-0.171232037973448   
269                  	-0.168968029794855   
270                  	-0.176043641480148   
271                  	-0.17556734650385    
272                  	-0.169471894451251   
273                  	-0.159483562501867   
274                  	-0.135150730028004   
275                  	-0.0995731906261823  
276                  	-0.0607062762002297  
277                  	-0.0264658885853971  
278                  	0.00985404761310056  
279                  	0.0541856303721805   
280                  	0.095084799592701    
281                  	0.134933654600096    
282                  	0.176075179928288    
283                  	0.213923562473109    
284                  	0.254609948414228    
285                  	0.301357404867937    
286                  	0.342295321579629    
287                  	0.365099205697838    
288                  	0.372709043911635    
289                  	0.369611638084866    
290                  	0.342275309271591    
291                  	0.301895249158269    
292                  	0.261662816445903    
293                  	0.216802219999159    
294                  	0.168710121482319    
295                  	0.122666864862641    
296                  	0.0713207227105474   
297                  	0.0294182840150224   
298                  	-0.00991711241755006 
299                  	-0.0474177225145586  
300                  	-0.0796049101721332  
301                  	-0.112395969105176   
302                  	-0.135049360331872   
303                  	-0.150539850285038   
304                  	-0.1608052954905     
305                  	-0.163857880043424   
306                  	-0.159964754182469   
307                  	-0.158384268815202   
308                  	-0.154862581323449   
309                  	-0.152383746465061   
310                  	-0.154359095042579   
311                  	-0.15432924038205    
312                  	-0.154486217875227   
313                  	-0.151350092987697   
314                  	-0.147646871601698   
315                  	-0.139378751710974   
316                  	-0.130155260556738   
317                  	-0.132131400349204   
318                  	-0.135868990405224   
319                  	-0.133885779886057   
320                  	-0.125814177906268   
321                  	-0.117778652240296   
322                  	-0.106752008600129   
323                  	-0.0855051648375954  
324                  	-0.0555682267717776  
325                  	-0.022641537800739   
326                  	0.0162954303701411   
327                  	0.0593798985253787   
328                  	0.104302241472357    
329                  	0.148661676830562    
330                  	0.18566353122778     
331                  	0.216852966496735    
332                  	0.251378436524604    
333                  	0.284351352768017    
334                  	0.320487395061031    
335                  	0.35765626427683     
336                  	0.371494473077343    
337                  	0.360620795858315    
338                  	0.330057628697257    
339                  	0.294096451912614    
340                  	0.254518184606057    
341                  	0.21340816156264     
342                  	0.17492577625173     
343                  	0.133202170310543    
344                  	0.0962190706871366   
345                  	0.058601775770274    
346                  	0.0214634740915622   
347                  	-0.0104472506028033  
348                  	-0.0449329957885377  
349                  	-0.084535952589164   
350                  	-0.114844995861335   
351                  	-0.135223922249728   
352                  	-0.150354628175112   
353                  	-0.150687179869188   
354                  	-0.147239359384348   
355                  	-0.145909293793474   
356                  	-0.147604665450462   
357                  	-0.150160626034724   
358                  	-0.153298668829809   
359                  	-0.150746404300111   
360                  	-0.153900845986519   
361                  	-0.153793927573467   
362                  	-0.156053180367074   
363                  	-0.15743040699015    
364                  	-0.153915880636052   
365                  	-0.155061223108155   
366                  	-0.163462337126719   
367                  	-0.170502019618249   
368                  	-0.164328594503438   
369                  	-0.150486821799212   
370                  	-0.137783237970346   
371                  	-0.112257520152116   
372                  	-0.0811629242382754  
373                  	-0.0539330775118303  
374                  	-0.0196361354886143  
375                  	0.0227045146707694   
376                  	0.0608767493213122   
377                  	0.097155523286756    
378                  	0.13722039044389     
379                  	0.175399032201688    
380                  	0.212450353065794    
381                  	0.249476745679138    
382                  	0.282968706636409    
383                  	0.311781684105028    
384                  	0.327360947491158    
385                  	0.31857059258501     
386                  	0.299757021369737    
387                  	0.273234320419031    
388                  	0.237717856924169    
389                  	0.202003560989677    
390                  	0.165995973370403    
391                  	0.127484626281211    
392                  	0.092900314626979    
393                  	0.0557674607817447   
394                  	0.0113207247746191   
395                  	-0.0252597545554201  
396                  	-0.062081884314759   
397                  	-0.10081908253339    
398                  	-0.13156064642756    
399                  	-0.154347026696537   
400                  	-0.164254771902385   
401                  	-0.167112582801122   
402                  	-0.167292476117642   
403                  	-0.164242201736806   
404                  	-0.15144666105559    
405                  	-0.139949862628129   
406                  	-0.141114823679692   
407                  	-0.142641079059383   
408                  	-0.146659788324879   
409                  	-0.149075302737985   
410                  	-0.147899494290443   
411                  	-0.148838083961513   
412                  	-0.151721704278174   
413                  	-0.156479778554192   
414                  	-0.158823833941112   
415                  	-0.155645959220553   
416                  	-0.150847192656199   
417                  	-0.147313476385799   
418                  	-0.144683698151281   
419                  	-0.129085638760496   
420                  	-0.0985315264644741  
421                  	-0.0611802405198925  
422                  	-0.0255656036012348  
423                  	0.0110055144460685   
424                  	0.0485222666511853   
425                  	0.0825517265320931   
426                  	0.114728717473928    
427                  	0.148786158744935    
428                  	0.185576076435131    
429                  	0.222264404292768    
430                  	0.253331433673129    
431                  	0.280213316357611    
432                  	0.293252803272006    
433                  	0.288493918219699    
434                  	0.272463500195064    
435                  	0.247259528401192    
436                  	0.217235532562937    
437                  	0.177294571610152    
438                  	0.127584086969571    
439                  	0.0848380264753039   
440                  	0.0471857517799153   
441                  	0.0174958482538878   
442                  	-0.00974329877515139 
443                  	-0.0342711961533126  
444                  	-0.0571228786294462  
445                  	-0.0815867002032424  
446                  	-0.105523497171264   
447                  	-0.126418975431083   
448                  	-0.146866847497313   
449                  	-0.158197740668127   
450                  	-0.156833328613856   
451                  	-0.155827867352944   
452                  	-0.155362345921405   
453                  	-0.152505749796118   
454                  	-0.150718748876664   
455                  	-0.151714826742833   
456                  	-0.1496289906826     
457                  	-0.147747121417247   
458                  	-0.151490485104013   
459                  	-0.149085480305803   
460                  	-0.14735063781974    
461                  	-0.151468001127052   
462                  	-0.155451138191998   
463                  	-0.158086976528324   
464                  	-0.159516210895256   
465                  	-0.15997793345429    
466                  	-0.150134113605662   
467                  	-0.127344493632719   
468                  	-0.0959902316848442  
469                  	-0.0692300979873315  
470                  	-0.04574553357681    
471                  	-0.0121445785073403  
472                  	0.0268096926765319   
473                  	0.0671762602950617   
474                  	0.108202999346621    
475                  	0.147041194949224    
476                  	0.183058160786008    
477                  	0.217712366958104    
478                  	0.25713882055249     
479                  	0.279039589812183    
480                  	0.287010838573693    
481                  	0.283096098920912    
482                  	0.255359622681551    
483                  	0.217658163723517    
484                  	0.177840538232111    
485                  	0.143556373988099    
486                  	0.111458988126095    
487                  	0.0784276924411363   
488                  	0.044754377334157    
489                  	0.0121532160490966   
490                  	-0.0202882755650819  
491                  	-0.0538106494421905  
492                  	-0.077677048848133   
493                  	-0.0993074221027671  
494                  	-0.11876029811811    
495                  	-0.131936139164502   
496                  	-0.140152079841706   
497                  	-0.146458291091957   
498                  	-0.152733639281468   
499                  	-0.149765814145854   
500                  	-0.154094526391508   
501                  	-0.159989124628344   
502                  	-0.162328971947437   
503                  	-0.159347650776624   
504                  	-0.152137042623065   
505                  	-0.144500207164117   
506                  	-0.138449258810932   
507                  	-0.135723927925722   
508                  	-0.132666510099335   
509                  	-0.133263122520695   
510                  	-0.14100125767893    
511                  	-0.14040876089848    
512                  	-0.140367765057676   
513                  	-0.140578331637593   
514                  	-0.127604588824762   
515                  	-0.106897440821373   
516                  	-0.0808368857728002  
517                  	-0.0483219781969882  
518                  	-0.0184407956029018  
519                  	0.0208244669957311   
520                  	0.066411550011096    
521                  	0.102686904808657    
522                  	0.134890655509137    
523                  	0.168152560656315    
524                  	0.19588218909932     
525                  	0.225456951337114    
526                  	0.260915913680313    
527                  	0.292838483148183    
528                  	0.309200827134509    
529                  	0.303671132456304    
530                  	0.288358631303669    
531                  	0.259122427159172    
532                  	0.22629587950466     
533                  	0.1945173554443      
534                  	0.156653675869638    
535                  	0.118969448073362    
536                  	0.0818488120912999   
537                  	0.0452787140567807   
538                  	0.012819837634067    
539                  	-0.0189361611566293  
540                  	-0.0468560204762818  
541                  	-0.0710610879331793  
542                  	-0.0884952791889594  
543                  	-0.104154877373846   
544                  	-0.114158996287429   
545                  	-0.122854017916526   
546                  	-0.130073619902024   
547                  	-0.136090123142872   
548                  	-0.144010820360433   
549                  	-0.146395227538343   
550                  	-0.146216108632499   
551                  	-0.146490377008118   
552                  	-0.14731202242776    
553                  	-0.146200392051684   
554                  	-0.144786833578037   
555                  	-0.139965752912956   
556                  	-0.137598588938753   
557                  	-0.1384866017917     
558                  	-0.140427044212635   
559                  	-0.141545980826563   
560                  	-0.135830990536863   
561                  	-0.135607759294065   
562                  	-0.13386845198963    
563                  	-0.109972513492077   
564                  	-0.0745747359197918  
565                  	-0.0447788942716866  
566                  	-0.0126141425934109  
567                  	0.0257636424940264   
568                  	0.0641086713550108   
569                  	0.0964808067780591   
570                  	0.121552028246689    
571                  	0.144276670681767    
572                  	0.17623808266346     
573                  	0.216212988518564    
574                  	0.249427699430943    
575                  	0.274484003037759    
576                  	0.287603999511969    
577                  	0.284690628079384    
578                  	0.26938257567961     
579                  	0.241361899937818    
580                  	0.209898548410293    
581                  	0.177958948562757    
582                  	0.139361722113801    
583                  	0.104853286128892    
584                  	0.0716918249443141   
585                  	0.0390020009427322   
586                  	0.00735848070505977  
587                  	-0.0215139122115108  
588                  	-0.0481982538188016  
589                  	-0.0738254539874856  
590                  	-0.0912759163334606  
591                  	-0.104831512265609   
592                  	-0.109536639472602   
593                  	-0.111842987173541   
594                  	-0.11933896267021    
595                  	-0.132821238257893   
596                  	-0.143761044318401   
597                  	-0.144775958410623   
598                  	-0.140762375147248   
599                  	-0.135867619784099   
600                  	-0.132926630995101   
601                  	-0.127895551770817   
602                  	-0.124264600392779   
603                  	-0.122536356004502   
604                  	-0.13110437945789    
605                  	-0.141799846121476   
606                  	-0.145122525288823   
607                  	-0.148173798304157   
608                  	-0.147756665077956   
609                  	-0.149300156076691   
610                  	-0.14222115033395    
611                  	-0.123687463556848   
612                  	-0.097283789153394   
613                  	-0.0638134132574     
614                  	-0.0272902101163769  
615                  	0.00754004527995351  
616                  	0.0439616862438269   
617                  	0.0785109352734238   
618                  	0.105453045671127    
619                  	0.137931834618113    
620                  	0.17678279024863     
621                  	0.214852755784334    
622                  	0.25051813763983     
623                  	0.276976048733835    
624                  	0.292234649183919    
625                  	0.291799234272332    
626                  	0.274237812975809    
627                  	0.248139990953975    
628                  	0.217896532530369    
629                  	0.184270000668651    
630                  	0.147797366412982    
631                  	0.114942720077162    
632                  	0.0846153163379519   
633                  	0.0546860231723982   
634                  	0.018700814818558    
635                  	-0.0151750869283782  
636                  	-0.0446916073333881  
637                  	-0.0725562459137816  
638                  	-0.0894402094675145  
639                  	-0.0950086915328286  
640                  	-0.103000533691054   
641                  	-0.113397414227234   
642                  	-0.122556706134092   
643                  	-0.129098696502447   
644                  	-0.133044143897961   
645                  	-0.13497810581376    
646                  	-0.13693868405549    
647                  	-0.134831486607866   
648                  	-0.139285838222847   
649                  	-0.140341960003219   
650                  	-0.133681367256907   
651                  	-0.125659105622775   
652                  	-0.123230629076124   
653                  	-0.119002910797996   
654                  	-0.115630093406708   
655                  	-0.119968054138572   
656                  	-0.129060850243569   
657                  	-0.135103954276157   
658                  	-0.129661076246228   
659                  	-0.113874273361836   
660                  	-0.0903664758712561  
661                  	-0.0582462173253127  
662                  	-0.022879101239969   
663                  	0.0198756436248343   
664                  	0.0616847622359368   
665                  	0.0971786589621968   
666                  	0.121485130746852    
667                  	0.148218386631025    
668                  	0.177133496549173    
669                  	0.203966746070762    
670                  	0.228940058227988    
671                  	0.250344375540683    
672                  	0.265022247356441    
673                  	0.26269321307144     
674                  	0.251375528347905    
675                  	0.226181831161905    
676                  	0.194152834422818    
677                  	0.160488653474115    
678                  	0.130687279246435    
679                  	0.100919664237629    
680                  	0.0638450932418912   
681                  	0.0316755160407228   
682                  	-0.00308221673318647 
683                  	-0.0390978846879786  
684                  	-0.0640866185971272  
685                  	-0.0820791049501869  
686                  	-0.0987208882240915  
687                  	-0.112234653112116   
688                  	-0.128285382174846   
689                  	-0.13971628701026    
690                  	-0.146219004609462   
691                  	-0.152992654120475   
692                  	-0.152699808154696   
693                  	-0.151695112312361   
694                  	-0.145613434064894   
695                  	-0.142560444131267   
696                  	-0.14880078149865    
697                  	-0.150365194187063   
698                  	-0.14613953378955    
699                  	-0.137201383902464   
700                  	-0.133909426677475   
701                  	-0.141753136994156   
702                  	-0.145445555193302   
703                  	-0.146234503495747   
704                  	-0.149559478847923   
705                  	-0.145154760440854   
706                  	-0.1323094273897     
707                  	-0.11018369095089    
708                  	-0.0829188014357545  
709                  	-0.0577801593504743  
710                  	-0.0263464044040318  
711                  	0.00749407901846246  
712                  	0.0357425416439118   
713                  	0.064292604687647    
714                  	0.0925203977617861   
715                  	0.121456842465523    
716                  	0.155067359243276    
717                  	0.194239694656945    
718                  	0.240465556032711    
719                  	0.273739702332874    
720                  	0.288453768170185    
721                  	0.282081397217442    
722                  	0.259826032019618    
723                  	0.238388131506098    
724                  	0.215617832987939    
725                  	0.187502819049599    
726                  	0.158211271112493    
727                  	0.129797260024144    
728                  	0.0974299045299863   
729                  	0.0623958838160063   
730                  	0.0356979421758147   
731                  	0.00955138499100964  
732                  	-0.0186582492999459  
733                  	-0.0452955156221335  
734                  	-0.0717318618698802  
735                  	-0.0827546139186184  
736                  	-0.0909689445277639  
737                  	-0.09944124990487    
738                  	-0.108406639462987   
739                  	-0.111384719805854   
740                  	-0.107902253133293   
741                  	-0.111093382905882   
742                  	-0.109012435445114   
743                  	-0.105297085086317   
744                  	-0.10445802073325    
745                  	-0.101990898182379   
746                  	-0.102159934547237   
747                  	-0.109079761745703   
748                  	-0.119578196353729   
749                  	-0.122985388496806   
750                  	-0.126589355992332   
751                  	-0.128283043240534   
752                  	-0.130297393523598   
753                  	-0.133413377006874   
754                  	-0.128486613530567   
755                  	-0.10977829374551    
756                  	-0.0860479970269835  
757                  	-0.0625171855057123  
758                  	-0.0364807349621857  
759                  	-0.00737398067802999 
760                  	0.0248915030704944   
761                  	0.0580587021274997   
762                  	0.0873885497767356   
763                  	0.117536845788448    
764                  	0.149167467670431    
765                  	0.189088503364015    
766                  	0.231319006381117    
767                  	0.262838016249742    
768                  	0.283073576736187    
769                  	0.280081678687787    
770                  	0.257116143567162    
771                  	0.224680242271691    
772                  	0.188363149703026    
773                  	0.161179436175109    
774                  	0.139008002748622    
775                  	0.116994334337533    
776                  	0.096273963810281    
777                  	0.0700832959577905   
778                  	0.0372982617055311   
779                  	-0.000829620978908842
780                  	-0.0347285514205329  
781                  	-0.0631127876640501  
782                  	-0.0900503077840159  
783                  	-0.104625072297977   
784                  	-0.115302723373818   
785                  	-0.119065183150583   
786                  	-0.119166964658621   
787                  	-0.115733066475552   
788                  	-0.114990989083811   
789                  	-0.117061464630418   
790                  	-0.117907634520989   
791                  	-0.12142910600056    
792                  	-0.127225197370573   
793                  	-0.128946776736175   
794                  	-0.129067757649748   
795                  	-0.134958156583356   
796                  	-0.137740628116594   
797                  	-0.142098913961084   
798                  	-0.146276290535712   
799                  	-0.149817610938729   
800                  	-0.15988161612968    
801                  	-0.157420985340254   
802                  	-0.149831281316439   
803                  	-0.134814228735492   
804                  	-0.113405719064322   
805                  	-0.0945803462640049  
806                  	-0.0703027074159516  
807                  	-0.0395766215496291  
808                  	-0.0128138291379392  
809                  	0.0173815763889818   
810                  	0.0554644618074778   
811                  	0.0971982403285279   
812                  	0.139037182731098    
813                  	0.177730733377223    
814                  	0.212744375174228    
815                  	0.246475124282529    
816                  	0.262865409527526    
817                  	0.256034968379471    
818                  	0.229463862650089    
819                  	0.197379430501957    
820                  	0.170744272371675    
821                  	0.145657076358231    
822                  	0.120805871719768    
823                  	0.0940460076234781   
824                  	0.060147690546886    
825                  	0.0268112682019127   
826                  	0.00022141091339779  
827                  	-0.023716170130537   
828                  	-0.0425307871105695  
829                  	-0.0583984239932659  
830                  	-0.0795092687825502  
831                  	-0.0903328608313449  
832                  	-0.0917489201163232  
833                  	-0.0933264683603285  
834                  	-0.0943600707100508  
835                  	-0.0967882786031068  
836                  	-0.092985638704946   
837                  	-0.0892513604355403  
838                  	-0.0910210434596481  
839                  	-0.0911665828046884  
840                  	-0.0910626529146472  
841                  	-0.0971523221807125  
842                  	-0.0953529753380639  
843                  	-0.0958115674601615  
844                  	-0.104123491584347   
845                  	-0.112330424813871   
846                  	-0.121547955441579   
847                  	-0.131953218505398   
848                  	-0.139240878387574   
849                  	-0.131227631559025   
850                  	-0.113485819728466   
851                  	-0.0934319147664202  
852                  	-0.0680130445057338  
853                  	-0.041102874899698   
854                  	-0.0149514288162677  
855                  	0.00961218543863064  
856                  	0.0392594246519168   
857                  	0.0692162597881203   
858                  	0.0999846829734593   
859                  	0.128383528215693    
860                  	0.16033661125373     
861                  	0.194619743625998    
862                  	0.227343523052733    
863                  	0.25575102549908     
864                  	0.266903706741483    
865                  	0.258617738376635    
866                  	0.238269360866214    
867                  	0.215780364018778    
868                  	0.191124909158386    
869                  	0.158234457892422    
870                  	0.129904285226037    
871                  	0.102489587399587    
872                  	0.0643207435174045   
873                  	0.0313569333980756   
874                  	0.00541051787466868  
875                  	-0.0168549257260362  
876                  	-0.0372230650318485  
877                  	-0.0584743135944922  
878                  	-0.0731053921439714  
879                  	-0.082600131891547   
880                  	-0.087117145584158   
881                  	-0.084663922011547   
882                  	-0.0800789670649086  
883                  	-0.0818850759806437  
884                  	-0.093646101256368   
885                  	-0.10709659032695    
886                  	-0.120622331245671   
887                  	-0.123173537095461   
888                  	-0.116730555944697   
889                  	-0.113106622234046   
890                  	-0.110190279568053   
891                  	-0.111303880929472   
892                  	-0.118389288559499   
893                  	-0.131988817321304   
894                  	-0.140288164251418   
895                  	-0.140497882497      
896                  	-0.141688705469622   
897                  	-0.135729688695181   
898                  	-0.127134258565205   
899                  	-0.112414018147167   
900                  	-0.0895401213882622  
901                  	-0.0608443731339743  
902                  	-0.0278101381259807  
903                  	0.00705593602189196  
904                  	0.0393118062710064   
905                  	0.0641865160050389   
906                  	0.0878567540203564   
907                  	0.114543990068833    
908                  	0.143208571086941    
909                  	0.178937122095303    
910                  	0.218794371491894    
911                  	0.241955432621851    
912                  	0.243536409451362    
913                  	0.232881984660676    
914                  	0.21891768804368     
915                  	0.206501182243666    
916                  	0.191611676523532    
917                  	0.17230158490343     
918                  	0.14737704511543     
919                  	0.114009613798715    
920                  	0.0813648807472809   
921                  	0.0522148797408681   
922                  	0.0196837909750294   
923                  	-0.0124013344332785  
924                  	-0.0414197565805559  
925                  	-0.0646011119813175  
926                  	-0.0761047934402935  
927                  	-0.0780197581342422  
928                  	-0.0787420522315804  
929                  	-0.0861244852571497  
930                  	-0.0946653188000892  
931                  	-0.100314861104584   
932                  	-0.10583798688332    
933                  	-0.11312602730241    
934                  	-0.118650906385538   
935                  	-0.114367983000894   
936                  	-0.112437997130935   
937                  	-0.110462329467426   
938                  	-0.107856968824613   
939                  	-0.10704594492129    
940                  	-0.108197776939329   
941                  	-0.11379277125749    
942                  	-0.113765913252812   
943                  	-0.113208982865794   
944                  	-0.116622459620847   
945                  	-0.112169888723709   
946                  	-0.101045427473828   
947                  	-0.0896502100924893  
948                  	-0.0700217968443243  
949                  	-0.0456219340207475  
950                  	-0.0226540440683704  
951                  	0.0037469682992692   
952                  	0.0312638296444008   
953                  	0.0582319411485463   
954                  	0.0854016641882999   
955                  	0.116567949456466    
956                  	0.152286224724391    
957                  	0.179589671161375    
958                  	0.20162282546415     
959                  	0.224413815704704    
960                  	0.236223124816386    
961                  	0.240601585822413    
962                  	0.240529759732505    
963                  	0.231007510590111    
964                  	0.209203555947874    
965                  	0.185423502822395    
966                  	0.159954128327284    
967                  	0.13517235666295     
968                  	0.109243402053519    
969                  	0.0806832145647336   
970                  	0.0456652463372196   
971                  	0.00850809254067914  
972                  	-0.0244064142047859  
973                  	-0.0486113121874246  
974                  	-0.066320723829232   
975                  	-0.0760347773330901  
976                  	-0.0814481039815795  
977                  	-0.0880291621084005  
978                  	-0.101635769956916   
979                  	-0.113210460747412   
980                  	-0.128106001825048   
981                  	-0.139731160835965   
982                  	-0.142290115791542   
983                  	-0.138635120012959   
984                  	-0.130297675068743   
985                  	-0.121178359328706   
986                  	-0.118263180669555   
987                  	-0.11774056054652    
988                  	-0.120160656255165   
989                  	-0.126237618215519   
990                  	-0.129467612648013   
991                  	-0.130840198936196   
992                  	-0.130070654003394   
993                  	-0.131510373813928   
994                  	-0.127984509985742   
995                  	-0.116141254043081   
996                  	-0.098788465840896   
997                  	-0.0739356069619484  
998                  	-0.0448195641654943  
999                  	-0.0155188399332128  
1000                 	0.016190773314273    
1001                 	0.0458524971260013   
1002                 	0.0699318481323027   
1003                 	0.0940733421173161   
1004                 	0.125894021407075    
1005                 	0.157733559387704    
1006                 	0.188176426791272    
1007                 	0.210219803563455    
1008                 	0.219299382196883    
1009                 	0.218844318363622    
1010                 	0.206758119042694    
