peri                	freq                	cycle               	amp                 	phase               
1.73877760404414e-24	0                   	NA                  	3.24034948095427e-14	0                   
80334.1112064982    	0.00189709701303731 	3312                	6.96497930498719    	1.0598257021805     
1542671.66051832    	0.00379419402607463 	1656                	30.5215499670362    	0.520030940042776   
140452.583588       	0.00569129103911194 	1104                	9.20947132413411    	5.9850609854058     
2344766.24431708    	0.00758838805214926 	828                 	37.6287343013157    	1.21820033759398    
394454.84743188     	0.00948548506518657 	662.4               	15.4336441463968    	0.111300134954531   
3713687.44652697    	0.0113825820782239  	552                 	47.3557270366368    	0.565116772957448   
570743.832644358    	0.0132796790912612  	473.142857142857    	18.5648073745157    	0.937409684586925   
1075857.53882656    	0.0151767761042985  	414                 	25.4886725199181    	1.86957514939963    
334412.012016662    	0.0170738731173358  	368                 	14.2105461113572    	5.60817372849359    
2042616.72988888    	0.0189709701303731  	331.2               	35.1207091168458    	5.84928992089117    
3822742.28844541    	0.0208680671434105  	301.090909090909    	48.0460118668304    	5.94852697524345    
393357.202494533    	0.0227651641564478  	276                 	15.4121556756076    	0.88062764717107    
46420.685559653     	0.0246622611694851  	254.769230769231    	5.29450799900059    	0.105069001807174   
326176.288657028    	0.0265593581825224  	236.571428571429    	14.0344703457123    	0.83019050214515    
1786302.81086078    	0.0284564551955597  	220.8               	32.8433444134261    	0.427808075196328   
1473293.18166101    	0.030353552208597   	207                 	29.8273330301088    	0.269267485027329   
496562.152514889    	0.0322506492216343  	194.823529411765    	17.3163614045099    	0.892896637332385   
1808396.69311923    	0.0341477462346717  	184                 	33.0458316372665    	0.529797925691659   
73274.9114089052    	0.036044843247709   	174.315789473684    	6.6519271575055     	1.14172949523503    
1400268.99161409    	0.0379419402607463  	165.6               	29.078739012703     	1.56394054521591    
381685.222944565    	0.0398390372737836  	157.714285714286    	15.1817734714845    	1.07266718005541    
427157.106148639    	0.0417361342868209  	150.545454545455    	16.0606697372369    	1.56053235569071    
392260.463501214    	0.0436332312998582  	144                 	15.3906549752883    	0.754930083036888   
2977277.88734692    	0.0455303283128956  	138                 	42.4013339457448    	0.770086471710846   
3341744.43639054    	0.0474274253259329  	132.48              	44.9217276624337    	1.31160994495085    
338881.74620059     	0.0493245223389702  	127.384615384615    	14.3051996011372    	2.64800514885889    
195322.53144337     	0.0512216193520075  	122.666666666667    	10.8604046219632    	1.54261676642841    
1137613.81704662    	0.0531187163650448  	118.285714285714    	26.2100146006505    	1.23322031120993    
274768.871406408    	0.0550158133780821  	114.206896551724    	12.8811191876175    	1.41108430814526    
616485.706085034    	0.0569129103911194  	110.4               	19.2944027402895    	1.64128356723182    
1272192.11364974    	0.0588100074041568  	106.838709677419    	27.7169975409863    	2.05393217226943    
518668.655640544    	0.0607071044171941  	103.5               	17.6976187643385    	1.20637913012568    
1566289.06653078    	0.0626042014302314  	100.363636363636    	30.7542961388624    	2.20353362409048    
548085.760453017    	0.0645012984432687  	97.4117647058823    	18.1925716189138    	1.61419820271789    
1498702.85506512    	0.066398395456306   	94.6285714285714    	30.0834472986031    	1.43425904280741    
2020252.08731554    	0.0682954924693433  	92                  	34.9279113306943    	1.22904795379272    
504348.559826491    	0.0701925894823806  	89.5135135135135    	17.4515990406028    	2.54829510245744    
1748019.18852804    	0.072089686495418   	87.1578947368421    	32.4894928066127    	1.84503932017542    
1486148.43641978    	0.0739867835084553  	84.9230769230769    	29.9571799521963    	2.01530660588971    
300341.61068985     	0.0758838805214926  	82.8                	13.4672085800405    	2.62462244504935    
239168.7289197      	0.0777809775345299  	80.7804878048781    	12.0177186246745    	2.31526343803083    
1100324.0589488     	0.0796780745475672  	78.8571428571429    	25.776867449333     	2.88609943890806    
200354.146975382    	0.0815751715606045  	77.0232558139535    	10.999400153149     	6.25316268799004    
5221533.79254323    	0.0834722685736418  	75.2727272727273    	56.1524720405973    	2.1696619610503     
400660.608543506    	0.0853693655866792  	73.6                	15.5545752729673    	2.63916532849909    
166162.539975501    	0.0872664625997165  	72                  	10.0169705027438    	1.65344612497636    
108769.998631485    	0.0891635596127538  	70.468085106383     	8.10446582591106    	6.097481739409      
94493.8010772334    	0.0910606566257911  	69                  	7.55390455860113    	5.74223435466567    
512469.254590514    	0.0929577536388284  	67.5918367346939    	17.5915351876967    	2.80349774956856    
521841.620235038    	0.0948548506518657  	66.24               	17.7516689736391    	1.06115661004858    
1443319.96141393    	0.096751947664903   	64.9411764705882    	29.5223648275069    	3.0101022030933     
96125.0513537336    	0.0986490446779404  	63.6923076923077    	7.61882724540003    	3.51788650827131    
868598.650802646    	0.100546141690978   	62.4905660377358    	22.9023163343767    	3.42815685672052    
568248.375067445    	0.102443238704015   	61.3333333333333    	18.5241775533014    	3.28965592594126    
816732.460787184    	0.104340335717052   	60.2181818181818    	22.2080150042061    	2.31923486037398    
940231.769726838    	0.10623743273009    	59.1428571428571    	23.8279837125608    	3.04113825218811    
234364.306996626    	0.108134529743127   	58.1052631578947    	11.896400294787     	1.73732887701759    
2248638.74195007    	0.110031626756164   	57.1034482758621    	36.8493369878384    	4.06588698862705    
3149375.27756244    	0.111928723769202   	56.135593220339     	43.6095937288426    	3.35798915075415    
140254.618599806    	0.113825820782239   	55.2                	9.20297875663374    	3.20825800205476    
1386812.57199286    	0.115722917795276   	54.2950819672131    	28.9386800892801    	1.03269143245051    
420912.907422882    	0.117620014808314   	53.4193548387097    	15.9428498394784    	2.53104531631461    
1270464.99287438    	0.119517111821351   	52.5714285714286    	27.698176932046     	3.44413694334258    
