peri                	freq                	cycle               	amp                 	phase               
20132.2772376786    	0.159356149095134   	39.4285714285714    	3.48671367407405    	4.92826713366095    
137001.238590335    	0.161253246108172   	38.9647058823529    	9.09561523702808    	3.50706888881706    
32669.3388190295    	0.163150343121209   	38.5116279069767    	4.44160574631452    	4.38074434060756    
40225.9636622616    	0.165047440134246   	38.0689655172414    	4.92859420716025    	5.38771443915021    
27431.2722658767    	0.166944537147284   	37.6363636363636    	4.06998500468139    	4.22739431447428    
88784.2133151008    	0.168841634160321   	37.2134831460674    	7.32213461932482    	5.30871123961329    
4693.54408431239    	0.170738731173358   	36.8                	1.68352776971346    	3.95191011330563    
1172.60503325469    	0.172635828186396   	36.3956043956044    	0.841483705632273   	4.38593922015359    
24624.9518794854    	0.174532925199433   	36                  	3.85618205273608    	6.16935009991013    
54130.1476707884    	0.17643002221247    	35.6129032258065    	5.7172797063651     	6.18742779422899    
16820.9726278727    	0.178327119225508   	35.2340425531915    	3.18709776545838    	4.41221271498384    
85383.6863957592    	0.180224216238545   	34.8631578947368    	7.1805429529311     	1.23756749581937    
17534.0293477331    	0.182121313251582   	34.5                	3.25394867403725    	0.0144696870126649  
7985.83830831068    	0.18401841026462    	34.1443298969072    	2.1959886448265     	5.81105874999761    
64213.0652593386    	0.185915507277657   	33.7959183673469    	6.2270382680202     	0.871057630572425   
12269.1411809389    	0.187812604290694   	33.4545454545455    	2.72192977119376    	0.0808272573260475  
156755.63602829     	0.189709701303731   	33.12               	9.7292959920117     	1.04610465142056    
98252.3393566823    	0.191606798316769   	32.7920792079208    	7.70266984882053    	1.00989560255527    
150140.311258923    	0.193503895329806   	32.4705882352941    	9.52178760349213    	0.840065660365296   
72422.9385084895    	0.195400992342843   	32.1553398058252    	6.61314286248371    	0.809895059718787   
15715.5697565103    	0.197298089355881   	31.8461538461538    	3.08059707774006    	5.88533604289318    
69581.4356637386    	0.199195186368918   	31.5428571428571    	6.48211193665016    	5.40792745505674    
70529.7097994706    	0.201092283381955   	31.2452830188679    	6.52613242803725    	3.96257738024619    
60023.9044074346    	0.202989380394993   	30.9532710280374    	6.02049159841745    	3.91473289819547    
993.153972459516    	0.20488647740803    	30.6666666666667    	0.774422791308324   	5.22663320251005    
18075.4543526921    	0.206783574421067   	30.3853211009174    	3.30380529693132    	2.70614042755995    
46920.3522071052    	0.208680671434105   	30.1090909090909    	5.32292645250555    	4.62237251212344    
66405.2365656102    	0.210577768447142   	29.8378378378378    	6.33243875097018    	4.31778360218643    
37178.4264171179    	0.212474865460179   	29.5714285714286    	4.73822124747748    	3.88633422791224    
24897.3854599814    	0.214371962473217   	29.3097345132743    	3.87745445563766    	2.94617903077469    
7872.61722064616    	0.216269059486254   	29.0526315789474    	2.18036600280487    	6.23747155220744    
17073.0300944729    	0.218166156499291   	28.8                	3.2108878494408     	0.662439163943014   
78493.1159532932    	0.220063253512328   	28.551724137931     	6.8847094789451     	0.960411318968869   
98951.3538018063    	0.221960350525366   	28.3076923076923    	7.73002153762234    	2.91965638436828    
2852.14096661638    	0.223857447538403   	28.0677966101695    	1.31236707783705    	2.36584740922744    
105613.937787002    	0.22575454455144    	27.8319327731092    	7.98602106684385    	1.13465633004593    
54871.4688892043    	0.227651641564478   	27.6                	5.75629611654956    	5.91080834401481    
3393.62516315283    	0.229548738577515   	27.3719008264463    	1.43153433680769    	0.736516875539636   
40335.3823990365    	0.231445835590552   	27.1475409836066    	4.93529279529225    	0.870919907021904   
12436.9841457731    	0.23334293260359    	26.9268292682927    	2.74048465178599    	4.43526830380944    
9011.74669190017    	0.235240029616627   	26.7096774193548    	2.33278289210095    	2.10178242590989    
14443.7483123701    	0.237137126629664   	26.496              	2.95331512658884    	3.48251280909384    
48599.8035971811    	0.239034223642702   	26.2857142857143    	5.41735244249629    	4.44978992707629    
127567.173020693    	0.240931320655739   	26.0787401574803    	8.77686259670739    	3.38595124355676    
72807.3936360584    	0.242828417668776   	25.875              	6.63067247065324    	3.09396439563267    
91783.780506062     	0.244725514681814   	25.6744186046512    	7.44479605014793    	4.71284767598333    
67071.1791354093    	0.246622611694851   	25.4769230769231    	6.36411186009165    	4.4260375706437     
1384.60531938034    	0.248519708707888   	25.2824427480916    	0.914392871416496   	5.43089035152152    
14896.5694944568    	0.250416805720926   	25.0909090909091    	2.99925207005754    	0.935412065737932   
16098.1302567744    	0.252313902733963   	24.9022556390977    	3.11786676274438    	2.08202818386461    
67780.7445841908    	0.254210999747      	24.7164179104478    	6.39768718514401    	5.90665939560022    
63598.3423255743    	0.256108096760037   	24.5333333333333    	6.19716032472314    	5.66638870843597    
27063.5020710163    	0.258005193773075   	24.3529411764706    	4.0426098608855     	4.16210856284319    
51671.7041751374    	0.259902290786112   	24.1751824817518    	5.58593948342825    	4.07024165892351    
3378382.71582292    	0.261799387799149   	24                  	45.1673131927558    	1.61551761093707    
2141.17383202977    	0.263696484812187   	23.8273381294964    	1.13709250598521    	4.49195240053077    
79043.3850696309    	0.265593581825224   	23.6571428571429    	6.90879965863876    	0.553952015918558   
30812.4210395821    	0.267490678838261   	23.4893617021277    	4.31352923302857    	6.26209152316512    
10202.4399513783    	0.269387775851299   	23.3239436619718    	2.48211476173964    	5.27262879343245    
4489.47968899364    	0.271284872864336   	23.1608391608392    	1.64652314272749    	4.86660192456474    
48668.1409771943    	0.273181969877373   	23                  	5.42115984085001    	2.67987085530716    
30153.3669065343    	0.275079066890411   	22.8413793103448    	4.26714833293268    	1.28150364898287    
51987.5044442333    	0.276976163903448   	22.6849315068493    	5.60298318381484    	1.73103019763102    
100413.712525331    	0.278873260916485   	22.530612244898     	7.78693134900629    	5.53982982280361    
47850.1437926863    	0.280770357929523   	22.3783783783784    	5.37540829775415    	5.44320818077643    
24462.2838405607    	0.28266745494256    	22.2281879194631    	3.84342432366498    	5.05335606401947    
143731.497492078    	0.284564551955597   	22.08               	9.31635028020765    	4.96619515249529    
69851.152470255     	0.286461648968635   	21.9337748344371    	6.49466301103957    	2.20252192881432    
10291.9532595904    	0.288358745981672   	21.7894736842105    	2.49297966709029    	5.26580629957364    
53037.4541265383    	0.290255842994709   	21.6470588235294    	5.65927982556481    	6.12287110393244    
117693.13271866     	0.292152940007746   	21.5064935064935    	8.43034591923911    	1.86688657108577    
10231.9240741952    	0.294050037020784   	21.3677419354839    	2.4856987171491     	2.97743859407396    
338.548563069159    	0.295947134033821   	21.2307692307692    	0.452147694990521   	4.12178357154987    
27454.9946030562    	0.297844231046858   	21.0955414012739    	4.0717444690414     	3.33607725659213    
18989.6423309004    	0.299741328059896   	20.9620253164557    	3.386321798145      	6.14263707286227    
31704.1665191464    	0.301638425072933   	20.8301886792453    	4.3755031814949     	1.31000077392698    
28668.8039674049    	0.30353552208597    	20.7                	4.16077873606154    	4.22599035729888    
10096.8865541584    	0.305432619099008   	20.5714285714286    	2.46924152651765    	1.85751992785234    
30869.1830302117    	0.307329716112045   	20.4444444444444    	4.31750055108068    	2.64731631361488    
2549.87198467012    	0.309226813125082   	20.319018404908     	1.24087782175386    	0.486111194963554   
7946.88742357068    	0.31112391013812    	20.1951219512195    	2.19062663695635    	0.516713314697719   
11871.8176342465    	0.313021007151157   	20.0727272727273    	2.677493604354      	4.70957718309427    
6408.22821470942    	0.314918104164194   	19.9518072289157    	1.96715607621921    	0.612608328502192   
23250.0942836648    	0.316815201177232   	19.8323353293413    	3.74698705722931    	1.45283647937707    
18817.4822230237    	0.318712298190269   	19.7142857142857    	3.37093665066433    	0.827217436491817   
43922.8173497222    	0.320609395203306   	19.5976331360947    	5.15009130293592    	0.275744309436979   
27566.0104127359    	0.322506492216343   	19.4823529411765    	4.07996832752223    	3.13649339660433    
51812.0740872542    	0.324403589229381   	19.3684210526316    	5.59352164134606    	5.86979866319139    
18334.819251821     	0.326300686242418   	19.2558139534884    	3.32742404209782    	0.713769811192374   
11774.2530118188    	0.328197783255455   	19.1445086705202    	2.66646885722621    	2.86297157320042    
33679.083141641     	0.330094880268493   	19.0344827586207    	4.50972400405816    	5.18201120136804    
10821.860146048     	0.33199197728153    	18.9257142857143    	2.55635281244976    	1.70018290685799    
13411.8448318405    	0.333889074294567   	18.8181818181818    	2.84586368539424    	4.10677583071526    
6438.09544612216    	0.335786171307605   	18.7118644067797    	1.97173497102615    	2.59146098363206    
20063.0382214162    	0.337683268320642   	18.6067415730337    	3.48071274954089    	4.09884084602894    
30900.3654392278    	0.339580365333679   	18.5027932960894    	4.31968065552504    	0.687628839198352   
2828.84857135093    	0.341477462346717   	18.4                	1.30699728037682    	2.51225490180509    
27350.3478118979    	0.343374559359754   	18.2983425414365    	4.06397717936889    	4.03697546266005    
584.268844556419    	0.345271656372791   	18.1978021978022    	0.593985985169303   	3.82752490207095    
41133.2744390766    	0.347168753385829   	18.0983606557377    	4.98386735778774    	1.41987797454425    
4213.51264499796    	0.349065850398866   	18                  	1.59511494690488    	3.16471806274808    
38555.6040818143    	0.350962947411903   	17.9027027027027    	4.82518078569313    	0.379653271029951   
73889.1523652386    	0.352860044424941   	17.8064516129032    	6.67974949834583    	1.73876819650035    
80120.1379873494    	0.354757141437978   	17.7112299465241    	6.95569736530935    	0.274762387588003   
32731.7528777628    	0.356654238451015   	17.6170212765957    	4.44584651722118    	1.6954894529689     
40283.6545347719    	0.358551335464052   	17.5238095238095    	4.9321271620117     	3.23669306628691    
6947.92421926571    	0.36044843247709    	17.4315789473684    	2.04831794714592    	1.85953093846088    
62957.6848274945    	0.362345529490127   	17.3403141361257    	6.1658677913549     	2.83396023758602    
34373.5836061282    	0.364242626503164   	17.25               	4.55598451832717    	3.23667225975059    
37485.1218538197    	0.366139723516202   	17.160621761658     	4.75772457677426    	0.792825622013201   
22234.8648274919    	0.368036820529239   	17.0721649484536    	3.66426673991388    	2.43103990309242    
87751.0264627961    	0.369933917542276   	16.9846153846154    	7.27940590154624    	6.02886075447696    
11958.0796237578    	0.371831014555314   	16.8979591836735    	2.68720348591858    	5.57376674313069    
42532.3644861331    	0.373728111568351   	16.8121827411168    	5.0679182096349     	4.90279079514366    
5002.36511943435    	0.375625208581388   	16.7272727272727    	1.73803103646523    	0.275042624567921   
34412.1033617512    	0.377522305594426   	16.643216080402     	4.55853656925459    	2.49312955312669    
17864.0479372256    	0.379419402607463   	16.56               	3.28442819393674    	0.483173376359632   
26703.6749725232    	0.3813164996205     	16.4776119402985    	4.01564535188348    	0.486310421952093   
35808.9783809328    	0.383213596633538   	16.3960396039604    	4.65013754802362    	5.33856023892302    
104317.149181029    	0.385110693646575   	16.3152709359606    	7.93684115836303    	5.1655237669906     
1255.37303552089    	0.387007790659612   	16.2352941176471    	0.870675315224684   	4.89894633850285    
50740.8515385679    	0.388904887672649   	16.1560975609756    	5.53539617664974    	4.2676423103121     
23503.371871989     	0.390801984685687   	16.0776699029126    	3.76734089386949    	0.121617589688428   
318644.278894163    	0.392699081698724   	16                  	13.871483078982     	4.03005525661655    
55058.9036335076    	0.394596178711762   	15.9230769230769    	5.76611916400197    	6.19992871626256    
57738.7747326724    	0.396493275724799   	15.8468899521531    	5.9047785617011     	0.519574721789099   
15175.2281346609    	0.398390372737836   	15.7714285714286    	3.02717444252417    	3.65568713334575    
5801.86456513431    	0.400287469750873   	15.696682464455     	1.87177493413781    	3.59812278252019    
64316.7742212889    	0.402184566763911   	15.622641509434     	6.23206480840344    	2.03137757286268    
21728.6131295274    	0.404081663776948   	15.5492957746479    	3.62231185766205    	3.62500426959682    
54008.8589688377    	0.405978760789985   	15.4766355140187    	5.71087079796394    	6.02351199609488    
12161.9344375296    	0.407875857803023   	15.4046511627907    	2.71001168035988    	2.86616099462502    
14915.6814648891    	0.40977295481606    	15.3333333333333    	3.00117544050518    	1.84929708965049    
105.559966369852    	0.411670051829097   	15.2626728110599    	0.252475624654335   	1.10504776931368    
25789.5990811748    	0.413567148842135   	15.1926605504587    	3.94631846115398    	4.28001850167633    
15181.6207866175    	0.415464245855172   	15.1232876712329    	3.02781198269424    	2.03585316316658    
4708.96356874378    	0.417361342868209   	15.0545454545455    	1.68629091033118    	0.323208615330272   
42887.2143711204    	0.419258439881247   	14.9864253393665    	5.08901525946455    	3.00140874022833    
1918.571683232      	0.421155536894284   	14.9189189189189    	1.0763632192385     	4.92034439161956    
20095.073294225     	0.423052633907321   	14.8520179372197    	3.48349050458681    	5.92244947932681    
27152.9187620466    	0.424949730920358   	14.7857142857143    	4.04928266162041    	3.72968761252356    
12408.530661297     	0.426846827933396   	14.72               	2.73734799958492    	5.1077435489742     
15038.4404880582    	0.428743924946433   	14.6548672566372    	3.01350026872413    	2.64802310104423    
49543.4271840153    	0.43064102195947    	14.5903083700441    	5.46969180966925    	4.67890223585495    
69586.723145945     	0.432538118972508   	14.5263157894737    	6.48235821929798    	2.11831783017423    
58045.7457052728    	0.434435215985545   	14.4628820960699    	5.92045427374723    	3.6566708998484     
45616.5777117171    	0.436332312998582   	14.4                	5.24845144585899    	0.91920886468739    
58561.5715837427    	0.43822941001162    	14.3376623376623    	5.9467022680288     	1.53895876916122    
12873.3068300073    	0.440126507024657   	14.2758620689655    	2.78814203520167    	0.930741828405299   
13605.2185443536    	0.442023604037694   	14.2145922746781    	2.86630627836122    	0.0483327893434788  
24375.1036057806    	0.443920701050732   	14.1538461538462    	3.83656949141129    	3.34691377394873    
20701.9149403836    	0.445817798063769   	14.0936170212766    	3.53569743685258    	4.78764965034471    
49837.9679183191    	0.447714895076806   	14.0338983050847    	5.48592665417827    	2.38109735083271    
376.517775252553    	0.449611992089844   	13.9746835443038    	0.476828906749505   	4.19657094410606    
55665.7367652278    	0.451509089102881   	13.9159663865546    	5.79780780479321    	0.699119081792681   
480.666279906894    	0.453406186115918   	13.8577405857741    	0.538755431900889   	1.25027752741572    
9501.25282096299    	0.455303283128956   	13.8                	2.39530196640076    	4.32886045997573    
20277.8115495699    	0.457200380141993   	13.7427385892116    	3.49929354063884    	5.41987804627981    
6359.8008160959     	0.45909747715503    	13.6859504132231    	1.95970901666793    	0.861783262176086   
15332.8345145407    	0.460994574168067   	13.6296296296296    	3.0428536015033     	1.03756650823783    
23083.2655145976    	0.462891671181105   	13.5737704918033    	3.73351978657375    	3.13896422653466    
17625.9814113302    	0.464788768194142   	13.5183673469388    	3.26246970587026    	4.61839937666864    
4775.73022219907    	0.466685865207179   	13.4634146341463    	1.69820348065667    	0.770328635776471   
12334.1122124212    	0.468582962220217   	13.4089068825911    	2.72912722202065    	3.45453995092246    
65607.5813817411    	0.470480059233254   	13.3548387096774    	6.29429143741526    	4.21416437473659    
41045.0377311998    	0.472377156246291   	13.3012048192771    	4.97851893677875    	1.91571518704873    
21515.4536426033    	0.474274253259329   	13.248              	3.60450047818338    	2.58877505331701    
16923.9511665695    	0.476171350272366   	13.195219123506     	3.19683863754468    	6.15796441418394    
68088.309419627     	0.478068447285403   	13.1428571428571    	6.41218596709315    	3.39529981395962    
19864.4160273316    	0.479965544298441   	13.0909090909091    	3.46344053021843    	4.94053997823678    
13654.3698058754    	0.481862641311478   	13.0393700787402    	2.87147913014396    	0.304010772473348   
22212.285785409     	0.483759738324515   	12.9882352941176    	3.66240577407678    	1.97625956969857    
1558.75955653508    	0.485656835337553   	12.9375             	0.970195818092353   	4.99872579843147    
13567.5419776026    	0.48755393235059    	12.8871595330739    	2.86233473433883    	1.48803583508489    
8454.39600734406    	0.489451029363627   	12.8372093023256    	2.25949365979144    	1.74337866256472    
27593.5699797586    	0.491348126376664   	12.7876447876448    	4.0820073253489     	0.351129244692909   
56095.7902664186    	0.493245223389702   	12.7384615384615    	5.8201606064225     	0.989013561543128   
4578.94031844409    	0.495142320402739   	12.6896551724138    	1.66284713030711    	3.06698250358996    
8431.73152992728    	0.497039417415776   	12.6412213740458    	2.2564630109985     	4.55778269448805    
49700.0044394875    	0.498936514428814   	12.5931558935361    	5.47832820991367    	3.31781026533457    
67582.9634976527    	0.500833611441851   	12.5454545454545    	6.38834628802197    	5.33860905716853    
19679.6265810124    	0.502730708454888   	12.4981132075472    	3.44729350019066    	6.0909392728883     
20439.8090217281    	0.504627805467926   	12.4511278195489    	3.51324349341726    	5.72595322044859    
4842.46169318091    	0.506524902480963   	12.4044943820225    	1.71002685467459    	6.00082872717861    
120156.026075745    	0.508421999494      	12.3582089552239    	8.51809760220648    	2.17942189122787    
38889.6700181498    	0.510319096507038   	12.3122676579926    	4.84603964619625    	4.69926304086413    
15061.0373909787    	0.512216193520075   	12.2666666666667    	3.01576347586784    	0.61175126509988    
39138.8736102684    	0.514113290533112   	12.2214022140221    	4.86154147503106    	4.02701808398686    
33236.340356264     	0.51601038754615    	12.1764705882353    	4.47998368728321    	3.72211946389545    
8948.14548755206    	0.517907484559187   	12.1318681318681    	2.32453640481582    	2.36593478097379    
135904.695542717    	0.519804581572224   	12.0875912408759    	9.05914194965283    	3.4168402890159     
47436.5568114827    	0.521701678585262   	12.0436363636364    	5.35212703278331    	2.80795704720959    
170822.390337655    	0.523598775598299   	12                  	10.1564569291489    	5.92469401440426    
4423.08704743745    	0.525495872611336   	11.956678700361     	1.63430299659655    	6.03520478032051    
22447.382249206     	0.527392969624373   	11.9136690647482    	3.68173634548109    	1.48703268683481    
1195.33832334079    	0.529290066637411   	11.8709677419355    	0.84960147070389    	0.938570105949754   
80257.8989543995    	0.531187163650448   	11.8285714285714    	6.96167471428649    	5.57296068689874    
10948.9884843826    	0.533084260663485   	11.7864768683274    	2.57132417675605    	1.03758532882473    
7148.74943110491    	0.534981357676523   	11.7446808510638    	2.07770971884621    	3.59541479102674    
1734.55065242855    	0.53687845468956    	11.7031802120141    	1.02344221569066    	0.817691263584588   
14030.8772695484    	0.538775551702597   	11.6619718309859    	2.91079919856472    	1.16854557220579    
106143.5976557      	0.540672648715635   	11.6210526315789    	8.00602119632179    	5.36622864262198    
11939.2890185737    	0.542569745728672   	11.5804195804196    	2.68509135616019    	0.365315183861082   
4515.29467433735    	0.544466842741709   	11.5400696864111    	1.65125019872906    	3.95850180927493    
15912.0146407297    	0.546363939754747   	11.5                	3.09979104024679    	4.67326489421674    
54512.4083680836    	0.548261036767784   	11.4602076124567    	5.73743156780275    	1.54316454500896    
3824.25573931188    	0.550158133780821   	11.4206896551724    	1.5196490305044     	3.39480511696951    
23234.798223055     	0.552055230793859   	11.3814432989691    	3.7457542972635     	4.32249686056982    
23332.4250730138    	0.553952327806896   	11.3424657534247    	3.75361541280921    	3.01772997418363    
51999.4074372345    	0.555849424819933   	11.3037542662116    	5.60362457306143    	4.03176914588379    
19474.7423551123    	0.557746521832971   	11.265306122449     	3.42930169536327    	1.88278293367859    
29142.3370144037    	0.559643618846008   	11.2271186440678    	4.19500054804166    	2.26109632464614    
23238.9045529436    	0.561540715859045   	11.1891891891892    	3.74608527976541    	4.01722541100763    
2531.97683177425    	0.563437812872082   	11.1515151515152    	1.2365158780913     	1.56232359778283    
82705.1578276456    	0.56533490988512    	11.1140939597315    	7.06701692065265    	3.5791362033611     
10416.5731141089    	0.567232006898157   	11.0769230769231    	2.50802734352377    	6.13869751863023    
7672.98668445168    	0.569129103911194   	11.04               	2.15254409141605    	6.25042850777371    
20731.7090595485    	0.571026200924232   	11.0033222591362    	3.53824080339639    	5.15033223296737    
8186.56907811725    	0.572923297937269   	10.9668874172185    	2.22341637152871    	0.9073243004704     
58035.0697461188    	0.574820394950306   	10.9306930693069    	5.91990979427       	3.30364068008545    
15348.5107169126    	0.576717491963344   	10.8947368421053    	3.04440870218861    	2.16040713009675    
39988.5167523428    	0.578614588976381   	10.8590163934426    	4.91402635765065    	0.832742509188302   
2803.31315868206    	0.580511685989418   	10.8235294117647    	1.30108491487907    	6.23725478015368    
17193.7994021173    	0.582408783002456   	10.7882736156352    	3.22222424849028    	5.92804408416862    
20597.3872806023    	0.584305880015493   	10.7532467532468    	3.52675995744893    	0.596243766372385   
4185.0859652314     	0.58620297702853    	10.7184466019417    	1.58972507824941    	0.267071546270268   
18161.9735780165    	0.588100074041567   	10.6838709677419    	3.31170278694266    	0.699507788117581   
9332.15210870965    	0.589997171054605   	10.6495176848875    	2.37389080489576    	0.0570423548758591  
23799.1754953681    	0.591894268067642   	10.6153846153846    	3.79097385734299    	4.91197141389757    
366.591430558193    	0.593791365080679   	10.5814696485623    	0.470501473760182   	0.809074988650312   
54338.4429993682    	0.595688462093717   	10.5477707006369    	5.72826932363196    	3.63976757774621    
10097.0880848174    	0.597585559106754   	10.5142857142857    	2.46926616903425    	3.07699429773084    
